timestamp,symbol,side,order_type,quantity,entry_price,stop_loss,take_profit,status,order_id
2026-05-19T20:45:18.285545,BTCUSDT,BUY,MARKET,0.001,76913.0,76143.87,78451.26,NEW,13164499148
2026-05-19T20:47:03.029521,BTCUSDT,SELL,LIMIT,0.001,74000.0,74740.0,72520.0,NEW,13164505052
